Leaf type	Leaf arrangement	Number of sepals, petals or tepals	Fusion of sepals and petals	Stamen number	Fruit type (general)	Flower description
simple	alternate	5	unfused or fused	5	dry & doesn't split open	superior ovary	Chenopodium strictum	Chenopodium	Amaranthaceae	Caryophyllales
compound	alternate	5	unfused	13	fleshy	superior ovary & hypanthium	Fragaria virginiana	Fragaria	Rosaceae	Rosales
compound or simple	alternate	4	unfused	6	dry & splits open	superior ovary	Sisymbrium altissimum	Sisymbrium	Brassicaceae	Brassicales
simple	alternate	3 or 4 or 5	unfused	5	dry & splits open or dry & doesn't split open or fleshy	superior ovary	Celosia cristata	Celosia	Amaranthaceae	Caryophyllales
simple	alternate	5	unfused or fused	5	dry & splits open	superior ovary	Nicotiana langsdorffii	Nicotiana	Solanaceae	Solanales
compound or simple	alternate	4	unfused	6	dry & splits open	superior ovary	Sisymbrium orientale	Sisymbrium	Brassicaceae	Brassicales
simple	alternate	5	unfused or fused	13	dry & splits open	superior ovary	Hibiscus moscheutos	Hibiscus	Malvaceae	Malvales
simple	alternate	5	unfused or fused	13	dry & doesn't split open	superior ovary	Malva parviflora	Malva	Malvaceae	Malvales
simple	alternate	6	unfused or fused	6	dry & doesn't split open	superior ovary	Rumex obtusifolius	Rumex	Polygonaceae	Caryophyllales
compound	alternate	5	unfused or fused	13	dry & doesn't split open	superior ovary	Malva alcea	Malva	Malvaceae	Malvales
simple	alternate	4	unfused	6	dry & splits open	superior ovary	Thlaspi arvense	Thlaspi	Brassicaceae	Brassicales
simple	alternate	5	unfused or fused	5	dry & splits open	superior ovary	Gilia tricolor	Gilia	Polemoniaceae	Ericales
simple	alternate	4	unfused	6	dry & splits open	superior ovary	Boechera grahamii	Boechera	Brassicaceae	Brassicales
compound	alternate or opposite	4	unfused	6	dry & splits open	superior ovary	Cardamine diphylla	Cardamine	Brassicaceae	Brassicales
compound	alternate	5	unfused	5 or 6 or 7 or 8 or 9 or 10 or 11 or 12 or 13	dry & doesn't split open	superior ovary & hypanthium	Potentilla rivalis	Potentilla	Rosaceae	Rosales
simple	alternate	4	unfused	8	dry & splits open	inferior ovary	Clarkia pulchella	Clarkia	Onagraceae	Myrtales
simple	alternate	5	unfused or fused	5	dry & splits open or dry & doesn't split open	superior ovary	Cuscuta gronovii	Cuscuta	Convolvulaceae	Solanales
simple	alternate	5	unfused or fused	5	dry & splits open or dry & doesn't split open or fleshy	superior ovary	Bassia hyssopifolia	Bassia	Amaranthaceae	Caryophyllales
simple	alternate	5	unfused or fused	5	dry & doesn't split open	superior ovary	Chenopodium album	Chenopodium	Amaranthaceae	Caryophyllales
simple	alternate or basal	5	unfused	5	dry & doesn't split open	inferior ovary	Hydrocotyle americana	Hydrocotyle	Araliaceae	Apiales
simple	alternate	5	unfused	1 or 5	dry & splits open	superior ovary	Viola tricolor	Viola	Violaceae	Malpighiales
simple	alternate	5	unfused or fused	5	dry & doesn't split open	superior ovary	Nonea rosea	Nonea	Boraginaceae	Boraginales
compound	alternate	5	unfused	13	dry & doesn't split open	superior ovary & hypanthium	Potentilla gracilis	Potentilla	Rosaceae	Rosales
simple	alternate	5	unfused or fused	5	dry & splits open or dry & doesn't split open or fleshy	superior ovary	Salsola collina	Salsola	Amaranthaceae	Caryophyllales
simple	alternate	4	unfused or fused	8	dry & splits open	inferior ovary	Oenothera villosa	Oenothera	Onagraceae	Myrtales
simple	alternate	5	unfused or fused	5	dry & doesn't split open	superior ovary	Amsinckia menziesii	Amsinckia	Boraginaceae	Boraginales
simple	alternate	4	unfused	6	dry & splits open	superior ovary	Boechera laevigata	Boechera	Brassicaceae	Brassicales
compound or simple	alternate	5	unfused	13	dry & doesn't split open	superior ovary	Ranunculus hispidus	Ranunculus	Ranunculaceae	Ranunculales
simple	alternate	5	unfused or fused	5	dry & splits open	superior ovary	Calystegia silvatica	Calystegia	Convolvulaceae	Solanales
simple	alternate	5	unfused or fused	8	dry & doesn't split open	superior ovary	Polygonum tenue	Polygonum	Polygonaceae	Caryophyllales
simple	alternate	6	unfused or fused	6	dry & doesn't split open	superior ovary	Rumex verticillatus	Rumex	Polygonaceae	Caryophyllales
simple	alternate	5	unfused or fused	4	dry & splits open	superior ovary	Digitalis purpurea	Digitalis	Plantaginaceae	Lamiales
simple	alternate	5	unfused or fused	8	dry & doesn't split open	superior ovary	Fallopia convolvulus	Fallopia	Polygonaceae	Caryophyllales
compound	alternate	5	unfused	5	dry & doesn't split open	inferior ovary	Anthriscus sylvestris	Anthriscus	Apiaceae	Apiales
compound	alternate	5	unfused	13	dry & doesn't split open	superior ovary & hypanthium	Filipendula rubra	Filipendula	Rosaceae	Rosales
compound	alternate	5	unfused	5	dry & doesn't split open	inferior ovary	Peucedanum palustre	Peucedanum	Apiaceae	Apiales
simple	alternate	5	unfused or fused	5	fleshy	superior ovary	Physalis angulata	Physalis	Solanaceae	Solanales
simple	alternate	5	unfused or fused	8	dry & doesn't split open	superior ovary	Fallopia dumetorum	Fallopia	Polygonaceae	Caryophyllales
simple	alternate	4 or 5	unfused or fused	4 or 5	dry & splits open or dry & doesn't split open	superior ovary	Cuscuta indecora	Cuscuta	Convolvulaceae	Solanales
simple	alternate	5	unfused or fused	5	dry & doesn't split open	superior ovary	Heliotropium amplexicaule	Heliotropium	Boraginaceae	Boraginales
compound or simple	alternate	5	unfused	5	dry & doesn't split open	inferior ovary	Astrantia major	Astrantia	Apiaceae	Apiales
simple	alternate	3 or 4	unfused or fused	1	dry & doesn't split open	superior ovary	Chenopodium glaucum	Chenopodium	Amaranthaceae	Caryophyllales
simple	alternate	6	unfused or fused	6	dry & doesn't split open	superior ovary	Rumex maritimus	Rumex	Polygonaceae	Caryophyllales
simple	alternate	2	unfused or fused	4	dry & splits open	superior ovary	Castilleja exserta	Castilleja	Orobanchaceae	Lamiales
simple	alternate	4	unfused	6	dry & splits open	superior ovary	Turritis glabra	Turritis	Brassicaceae	Brassicales
simple	alternate	4	unfused	6	dry & splits open	superior ovary	Braya humilis	Braya	Brassicaceae	Brassicales
simple	alternate	4	unfused	8	dry & doesn't split open	inferior ovary	Oenothera filiformis	Oenothera	Onagraceae	Myrtales
simple	alternate	5	unfused or fused	5	dry & doesn't split open	superior ovary	Chenopodium urbicum	Chenopodium	Amaranthaceae	Caryophyllales
simple	alternate	4	unfused	6	dry & splits open	superior ovary	Erysimum inconspicuum	Erysimum	Brassicaceae	Brassicales
simple	alternate	5	unfused or fused	5	dry & splits open	superior ovary	Phacelia tanacetifolia	Phacelia	Boraginaceae	Boraginales
simple	alternate	5	unfused or fused	6 or 7 or 8	dry & doesn't split open	superior ovary & hypanthium or superior ovary or inferior ovary	Fallopia sachalinensis	Fallopia	Polygonaceae	Caryophyllales
simple	alternate	4 or 5	unfused	8 or 9 or 10	dry & splits open	superior ovary	Hypopitys monotropa	Hypopitys	Ericaceae	Ericales
simple	alternate or opposite	6	unfused or fused	12	dry & splits open	superior ovary & hypanthium	Lythrum junceum	Lythrum	Lythraceae	Myrtales
simple	alternate	5	unfused or fused	13	dry & doesn't split open	superior ovary	Alcea rosea	Alcea	Malvaceae	Malvales
compound	alternate	4	unfused or fused	6	dry & splits open	superior ovary	Lamprocapnos spectabilis	Lamprocapnos	Papaveraceae	Ranunculales
simple	alternate	4 or 5	unfused or fused	4 or 5	dry & doesn't split open	superior ovary	Dysphania ambrosioides	Dysphania	Amaranthaceae	Caryophyllales
simple	alternate	6 or 7	unfused	0 or 1 or 3 or 4 or 5 or 6 or 7 or 8 or 9 or 10 or 11 or 12 or 13	dry & splits open	superior ovary	Sedum ochroleucum	Sedum	Crassulaceae	Saxifragales
compound	alternate	4	unfused	6	dry & splits open	superior ovary	Cardamine impatiens	Cardamine	Brassicaceae	Brassicales
simple	alternate	5	unfused or fused	4	dry & splits open	superior ovary	Kickxia spuria	Kickxia	Plantaginaceae	Lamiales
simple	alternate	4	unfused	6	dry & splits open	superior ovary	Erysimum cheiranthoides	Erysimum	Brassicaceae	Brassicales
simple	alternate	5	unfused	13	dry & doesn't split open	superior ovary	Ranunculus ambigens	Ranunculus	Ranunculaceae	Ranunculales
simple	alternate	5	unfused or fused	4	dry & splits open	superior ovary	Schwalbea americana	Schwalbea	Orobanchaceae	Lamiales
simple	alternate	5	unfused or fused	5	dry & splits open	superior ovary	Verbascum blattaria	Verbascum	Scrophulariaceae	Lamiales
simple	alternate	6	unfused or fused	6	dry & doesn't split open	superior ovary	Rumex altissimus	Rumex	Polygonaceae	Caryophyllales
simple	alternate	4	unfused	6	dry & splits open	superior ovary	Aurinia saxatilis	Aurinia	Brassicaceae	Brassicales
simple	alternate	5	unfused or fused	4 or 5	dry & doesn't split open	superior ovary	Chenopodium pratericola	Chenopodium	Amaranthaceae	Caryophyllales
simple	alternate or opposite	5	unfused or fused	4	dry & splits open	superior ovary	Antirrhinum majus	Antirrhinum	Plantaginaceae	Lamiales
compound	alternate	5	unfused	5	dry & doesn't split open	inferior ovary	Petroselinum crispum	Petroselinum	Apiaceae	Apiales
simple	alternate or basal	5	unfused	5	dry & doesn't split open	inferior ovary	Hydrocotyle verticillata	Hydrocotyle	Araliaceae	Apiales
simple	alternate	6	unfused or fused	6	dry & doesn't split open	superior ovary	Rumex violascens	Rumex	Polygonaceae	Caryophyllales
compound	alternate	5	unfused	5	dry & doesn't split open	inferior ovary	Osmorhiza longistylis	Osmorhiza	Apiaceae	Apiales
simple	alternate	4 or 5	unfused or fused	5 or 6	dry & doesn't split open	superior ovary	Persicaria lapathifolia	Persicaria	Polygonaceae	Caryophyllales
simple	alternate or opposite	5	unfused or fused	1	dry & splits open	superior ovary	Veronica wormskjoldii	Veronica	Plantaginaceae	Lamiales
compound or simple	alternate	4	unfused	6	dry & splits open	superior ovary	Diplotaxis muralis	Diplotaxis	Brassicaceae	Brassicales
simple	alternate	5	unfused or fused	5	dry & doesn't split open	superior ovary	Dysphania anthelmintica	Dysphania	Amaranthaceae	Caryophyllales
compound or simple	alternate	5	unfused	5	dry & doesn't split open	inferior ovary	Zizia aurea	Zizia	Apiaceae	Apiales
simple	alternate	5	unfused or fused	5	dry & doesn't split open	superior ovary	Persicaria setacea	Persicaria	Polygonaceae	Caryophyllales
simple	alternate	4	unfused	8	dry & splits open	inferior ovary	Clarkia rhomboidea	Clarkia	Onagraceae	Myrtales
compound	alternate	5	unfused	13	dry & splits open	superior ovary	Nigella damascena	Nigella	Ranunculaceae	Ranunculales
compound	alternate	4	unfused or fused	6	dry & doesn't split open	superior ovary	Fumaria officinalis	Fumaria	Papaveraceae	Ranunculales
compound	alternate	4 or 5	unfused	7 or 8 or 9 or 10 or 11 or 12 or 13	dry & doesn't split open	superior ovary	Thalictrum pubescens	Thalictrum	Ranunculaceae	Ranunculales
simple	alternate	5	unfused or fused	5	dry & doesn't split open	superior ovary	Persicaria longiseta	Persicaria	Polygonaceae	Caryophyllales
compound	alternate	5	unfused	5	dry & doesn't split open	inferior ovary	Angelica atropurpurea	Angelica	Apiaceae	Apiales
compound or simple	alternate	4	unfused	6	dry & splits open	superior ovary	Arabidopsis lyrata	Arabidopsis	Brassicaceae	Brassicales
simple	alternate	4	unfused	13	dry & splits open	superior ovary	Papaver rhoeas	Papaver	Papaveraceae	Ranunculales
simple	basal	5	unfused or fused	10	dry & splits open	superior ovary	Pyrola asarifolia	Pyrola	Ericaceae	Ericales
compound	alternate	4	unfused	12 or 13	dry & doesn't split open	superior ovary & hypanthium	Sanguisorba minor	Sanguisorba	Rosaceae	Rosales
simple	alternate	5	unfused or fused	5	dry & splits open	superior ovary	Nicotiana rustica	Nicotiana	Solanaceae	Solanales
simple	alternate	0	unfused	1	dry & splits open or dry & doesn't split open	superior ovary	Euphorbia esula	Euphorbia	Euphorbiaceae	Malpighiales
compound or simple	alternate	4	unfused	6	dry & splits open	superior ovary	Rorippa palustris	Rorippa	Brassicaceae	Brassicales
simple	alternate or opposite	1 or 2 or 3 or 4 or 5 or 0 or 6 or 7	unfused or fused	0 or 5	dry & doesn't split open	superior ovary	Atriplex hortensis	Atriplex	Amaranthaceae	Caryophyllales
simple	alternate or opposite	5	unfused or fused	4	dry & splits open	superior ovary	Chelone obliqua	Chelone	Plantaginaceae	Lamiales
simple	alternate or opposite	4	unfused or fused	8	dry & splits open	inferior ovary	Epilobium strictum	Epilobium	Onagraceae	Myrtales
simple	alternate	5	unfused or fused	5	dry & splits open	superior ovary	Phacelia linearis	Phacelia	Boraginaceae	Boraginales
simple	alternate	4 or 5	unfused or fused	0 or 1 or 3 or 4 or 5 or 6 or 7 or 8 or 9 or 10 or 11 or 12 or 13	dry & doesn't split open	superior ovary	Chenopodium bonus-henricus	Chenopodium	Amaranthaceae	Caryophyllales
simple	alternate	5	unfused or fused	5	dry & splits open	inferior ovary	Lobelia inflata	Lobelia	Campanulaceae	Asterales
simple	alternate	5	unfused or fused	3 or 4 or 5 or 6 or 7 or 8	dry & doesn't split open	superior ovary	Polygonum arenarium	Polygonum	Polygonaceae	Caryophyllales
simple	alternate	5	unfused or fused	4 or 5	dry & splits open	superior ovary	Cuscuta approximata	Cuscuta	Convolvulaceae	Solanales
compound or simple	alternate	5	unfused	10 or 11 or 12 or 13	dry & doesn't split open	superior ovary & hypanthium	Geum laciniatum	Geum	Rosaceae	Rosales
simple	alternate	4	unfused	6	dry & doesn't split open	superior ovary	Euclidium syriacum	Euclidium	Brassicaceae	Brassicales
simple	basal	4	unfused or fused	0 or 1 or 3 or 4 or 5 or 6 or 7 or 8 or 9 or 10 or 11 or 12 or 13	dry & splits open	superior ovary	Subularia aquatica	Subularia	Brassicaceae	Brassicales
compound or simple	alternate	5	unfused	5	dry & doesn't split open	inferior ovary	Coriandrum sativum	Coriandrum	Apiaceae	Apiales
simple	alternate	5	unfused or fused	5	dry & splits open or dry & doesn't split open or fleshy	superior ovary	Salsola kali	Salsola	Amaranthaceae	Caryophyllales
simple	alternate	5	unfused or fused	5	dry & splits open	inferior ovary	Campanula punctata	Campanula	Campanulaceae	Asterales
simple	alternate	6	unfused or fused	6	dry & doesn't split open	superior ovary	Rumex pallidus	Rumex	Polygonaceae	Caryophyllales
compound	alternate	5	unfused	13	dry & doesn't split open	superior ovary & hypanthium	Geum urbanum	Geum	Rosaceae	Rosales
simple	alternate	5	unfused or fused	5	dry & splits open	inferior ovary	Campanula rapunculoides	Campanula	Campanulaceae	Asterales
compound	alternate	5	unfused	13	dry & doesn't split open	superior ovary & hypanthium	Filipendula vulgaris	Filipendula	Rosaceae	Rosales
simple	alternate	5	unfused or fused	5 or 13	dry & splits open	superior ovary	Abelmoschus esculentus	Abelmoschus	Malvaceae	Malvales
simple	alternate	4	unfused	6	dry & splits open	superior ovary	Draba arabisans	Draba	Brassicaceae	Brassicales
simple	alternate	5	unfused or fused	6 or 7 or 8	dry & doesn't split open	superior ovary	Fallopia cilinodis	Fallopia	Polygonaceae	Caryophyllales
compound or simple	alternate	5	unfused	13	dry & doesn't split open	superior ovary & hypanthium	Geum vernum	Geum	Rosaceae	Rosales
compound	alternate	5	unfused	11 or 12 or 13	dry & doesn't split open	superior ovary & hypanthium	Geum aleppicum	Geum	Rosaceae	Rosales
simple	basal	5	unfused	5	dry & doesn't split open	inferior ovary	Lilaeopsis chinensis	Lilaeopsis	Apiaceae	Apiales
simple	alternate	5	unfused or fused	5	dry & doesn't split open	superior ovary	Amsinckia eastwoodiae	Amsinckia	Boraginaceae	Boraginales
compound	alternate	5	unfused	5	dry & doesn't split open	inferior ovary	Heracleum maximum	Heracleum	Apiaceae	Apiales
simple	alternate or opposite	1 or 2 or 3 or 4 or 5 or 0 or 6 or 7	unfused or fused	4	dry & splits open or dry & doesn't split open or fleshy	superior ovary	Sesamum orientale	Sesamum	Pedaliaceae	Lamiales
simple	alternate	4 or 5	unfused or fused	4 or 5	dry & splits open	superior ovary	Cuscuta europaea	Cuscuta	Convolvulaceae	Solanales
simple	alternate	5	unfused	10	dry & splits open	superior ovary & hypanthium	Mitella prostrata	Mitella	Saxifragaceae	Saxifragales
simple	alternate	5	unfused or fused	5	dry & splits open	inferior ovary	Jasione montana	Jasione	Campanulaceae	Asterales
simple	alternate	5	unfused or fused	5	dry & splits open	superior ovary	Phacelia brachyloba	Phacelia	Boraginaceae	Boraginales
compound	alternate or basal	3 or 5	unfused or fused	1	dry & splits open	superior ovary	Utricularia intermedia	Utricularia	Lentibulariaceae	Lamiales
simple	alternate or basal	5	unfused or fused	5 or 6 or 7 or 8	dry & doesn't split open	superior ovary	Bistorta vivipara	Bistorta	Polygonaceae	Caryophyllales
simple	alternate	5	unfused or fused	6 or 7 or 8	dry & doesn't split open	superior ovary	Persicaria perfoliata	Persicaria	Polygonaceae	Caryophyllales
simple	alternate	3 or 5	unfused or fused	8	dry & splits open	superior ovary	Polygala polygama	Polygala	Polygalaceae	Fabales
simple	alternate	5	unfused or fused	5	dry & splits open	inferior ovary	Triodanis perfoliata	Triodanis	Campanulaceae	Asterales
simple	alternate	5	unfused	8	dry & doesn't split open	superior ovary	Fagopyrum esculentum	Fagopyrum	Polygonaceae	Caryophyllales
compound	alternate	5	unfused	13	dry & doesn't split open	superior ovary & hypanthium	Geum virginianum	Geum	Rosaceae	Rosales
simple	alternate	4	unfused	6	dry & splits open	superior ovary	Erysimum repandum	Erysimum	Brassicaceae	Brassicales
simple	alternate	5	unfused or fused	8	dry & doesn't split open	superior ovary	Polygonum douglasii	Polygonum	Polygonaceae	Caryophyllales
simple	alternate	4	unfused	6	dry & doesn't split open	superior ovary	Neslia paniculata	Neslia	Brassicaceae	Brassicales
simple	alternate	5	unfused or fused	5	dry & splits open	superior ovary	Ellisia nyctelea	Ellisia	Boraginaceae	Boraginales
simple	alternate	4	unfused	6	dry & splits open	superior ovary	Hesperis matronalis	Hesperis	Brassicaceae	Brassicales
simple	opposite	5	unfused or fused	0 or 1 or 3 or 4 or 5 or 6 or 7 or 8 or 9 or 10 or 11 or 12 or 13	dry & splits open	superior ovary	Calandrinia ciliata	Calandrinia	Portulacaceae	Caryophyllales
simple	alternate	5	unfused or fused	5 or 8	dry & doesn't split open	superior ovary	Persicaria chinensis	Persicaria	Polygonaceae	Caryophyllales
simple	alternate	6	unfused or fused	6	dry & doesn't split open	superior ovary	Rumex britannica	Rumex	Polygonaceae	Caryophyllales
simple	alternate	1 or 2 or 3 or 4 or 5 or 0 or 6 or 7	unfused or fused	0 or 1 or 3 or 4 or 5 or 6 or 7 or 8 or 9 or 10 or 11 or 12 or 13	dry & splits open	superior ovary or inferior ovary	Portulaca grandiflora	Portulaca	Portulacaceae	Caryophyllales
simple	alternate	6	unfused or fused	6	dry & doesn't split open	superior ovary	Rumex hastatulus	Rumex	Polygonaceae	Caryophyllales
simple	alternate	5	unfused	5	dry & doesn't split open	inferior ovary	Eryngium planum	Eryngium	Apiaceae	Apiales
simple	alternate	5	unfused	1 or 5	dry & splits open	superior ovary	Viola pubescens	Viola	Violaceae	Malpighiales
compound	alternate	5	unfused	13	dry & doesn't split open	superior ovary & hypanthium	Potentilla erecta	Potentilla	Rosaceae	Rosales
simple	alternate	5	unfused	5	dry & splits open	superior ovary & hypanthium	Heuchera americana	Heuchera	Saxifragaceae	Saxifragales
compound or simple	alternate	4	unfused	6	dry & splits open or dry & doesn't split open or fleshy	superior ovary	Lepidium squamatum	Lepidium	Brassicaceae	Brassicales
simple	alternate	5	unfused	5 or 6 or 7 or 8 or 9 or 10 or 11 or 12 or 13	dry & doesn't split open	superior ovary	Ranunculus flammula	Ranunculus	Ranunculaceae	Ranunculales
simple	alternate	5	unfused or fused	5	dry & splits open	inferior ovary	Campanula latifolia	Campanula	Campanulaceae	Asterales
simple	alternate	4	unfused	8	dry & splits open	inferior ovary	Oenothera grandiflora	Oenothera	Onagraceae	Myrtales
simple	alternate or opposite	5	unfused or fused	5	dry & doesn't split open	superior ovary	Plagiobothrys trachycarpus	Plagiobothrys	Boraginaceae	Boraginales
simple	alternate	6	unfused or fused	6	dry & doesn't split open	superior ovary	Rumex patientia	Rumex	Polygonaceae	Caryophyllales
simple	alternate	4	unfused	6	dry & splits open	superior ovary	Lobularia maritima	Lobularia	Brassicaceae	Brassicales
?	none	5	unfused or fused	4	dry & splits open	superior ovary	Orobanche uniflora	Orobanche	Orobanchaceae	Lamiales
simple	alternate	5	unfused or fused	8	dry & doesn't split open	superior ovary	Persicaria sagittata	Persicaria	Polygonaceae	Caryophyllales
compound or simple	alternate	4	unfused	6	dry & splits open	superior ovary	Sisymbrium irio	Sisymbrium	Brassicaceae	Brassicales
simple	alternate or opposite	6 or 7	unfused	12 or 13	fleshy	superior ovary	Podophyllum peltatum	Podophyllum	Berberidaceae	Ranunculales
simple	alternate	5	unfused or fused	4	dry & splits open	superior ovary	Digitalis lutea	Digitalis	Plantaginaceae	Lamiales
simple	alternate	3	unfused	0 or 3	dry & splits open	superior ovary	Amaranthus albus	Amaranthus	Amaranthaceae	Caryophyllales
compound or simple	alternate	4	unfused	6	dry & doesn't split open	superior ovary	Chorispora tenella	Chorispora	Brassicaceae	Brassicales
simple	alternate	3 or 5	unfused or fused	8	dry & splits open	superior ovary	Polygala nuttallii	Polygala	Polygalaceae	Fabales
compound	alternate	5	unfused or fused	5	fleshy	superior ovary	Solanum tuberosum	Solanum	Solanaceae	Solanales
simple	alternate	5	unfused or fused	5	dry & splits open	superior ovary	Salpiglossis sinuata	Salpiglossis	Solanaceae	Solanales
simple	alternate or basal	4 or 5	unfused or fused	1	dry & splits open	superior ovary	Utricularia subulata	Utricularia	Lentibulariaceae	Lamiales
simple	opposite	5	unfused	10	dry & doesn't split open	superior ovary	Geranium dissectum	Geranium	Geraniaceae	Geraniales
simple	alternate	5	unfused	3 or 4 or 5	dry & splits open	superior ovary	Amaranthus retroflexus	Amaranthus	Amaranthaceae	Caryophyllales
simple	alternate	5	unfused	9 or 10 or 11 or 12	fleshy	superior ovary	Phytolacca americana	Phytolacca	Phytolaccaceae	Caryophyllales
simple	alternate	5	unfused or fused	8 or 10	fleshy	superior ovary	Gaultheria procumbens	Gaultheria	Ericaceae	Ericales
simple	alternate	4 or 5	unfused	4 or 5	fleshy	inferior ovary	Geocaulon lividum	Geocaulon	Santalaceae	Santalales
simple	alternate or opposite	1 or 2 or 3 or 4 or 5 or 0 or 6 or 7	unfused or fused	0 or 5	dry & doesn't split open	superior ovary	Atriplex cristata	Atriplex	Amaranthaceae	Caryophyllales
simple	alternate	6	unfused or fused	6	dry & doesn't split open	superior ovary	Rumex occidentalis	Rumex	Polygonaceae	Caryophyllales
simple	alternate	5	unfused	1 or 5	dry & splits open	superior ovary	Viola adunca	Viola	Violaceae	Malpighiales
simple	alternate	5	unfused	8	dry & doesn't split open	superior ovary	Polygonum articulatum	Polygonum	Polygonaceae	Caryophyllales
simple	alternate	4	unfused	6	dry & splits open	superior ovary	Conringia orientalis	Conringia	Brassicaceae	Brassicales
simple	alternate or opposite	5	unfused or fused	4	dry & splits open or dry & doesn't split open or fleshy	superior ovary	Proboscidea louisianica	Proboscidea	Martyniaceae	Lamiales
simple	alternate	5	unfused	13	dry & doesn't split open	superior ovary	Ranunculus gmelinii	Ranunculus	Ranunculaceae	Ranunculales
simple	alternate or opposite	4	unfused	6	dry & splits open	superior ovary	Draba reptans	Draba	Brassicaceae	Brassicales
compound or simple	alternate	4	unfused	6	dry & splits open	superior ovary	Brassica napus	Brassica	Brassicaceae	Brassicales
simple	alternate	4	unfused	6	dry & splits open	superior ovary	Lepidium latifolium	Lepidium	Brassicaceae	Brassicales
compound or simple	alternate or basal	5	unfused	5 or 6 or 7 or 8 or 9 or 10 or 11 or 12 or 13	dry & doesn't split open	superior ovary	Ranunculus repens	Ranunculus	Ranunculaceae	Ranunculales
simple	alternate	5	unfused or fused	5	dry & splits open	superior ovary	Ipomopsis rubra	Ipomopsis	Polemoniaceae	Ericales
compound	alternate or whorled	5	unfused or fused	10	dry & splits open	superior ovary	Oxalis corniculata	Oxalis	Oxalidaceae	Oxalidales
simple	alternate	5	unfused or fused	3 or 4 or 5 or 6 or 7 or 8	dry & doesn't split open	superior ovary	Polygonum ramosissimum	Polygonum	Polygonaceae	Caryophyllales
simple	alternate or opposite or whorled	5	unfused or fused	5	dry & splits open	superior ovary	Hottonia inflata	Hottonia	Primulaceae	Ericales
simple	alternate	2 or 4 or 5	unfused or fused	4	dry & splits open	superior ovary	Orobanche minor	Orobanche	Orobanchaceae	Lamiales
simple	alternate	5	unfused or fused	5 or 6 or 7 or 8	dry & doesn't split open	superior ovary	Persicaria orientalis	Persicaria	Polygonaceae	Caryophyllales
compound	alternate	4	unfused	6	dry & splits open	superior ovary	Peritoma serrulata	Peritoma	Cleomaceae	Brassicales
simple	basal	5	unfused or fused	10	dry & splits open	superior ovary	Pyrola minor	Pyrola	Ericaceae	Ericales
simple	alternate	1 or 2 or 3 or 4 or 5 or 0 or 6 or 7	unfused or fused	0 or 5	dry & doesn't split open	superior ovary	Atriplex rosea	Atriplex	Amaranthaceae	Caryophyllales
simple	alternate	4	unfused	6	dry & splits open or dry & doesn't split open or fleshy	superior ovary	Lepidium heterophyllum	Lepidium	Brassicaceae	Brassicales
simple	alternate or opposite or whorled	6	unfused	12	dry & splits open	superior ovary & hypanthium	Lythrum salicaria	Lythrum	Lythraceae	Myrtales
simple	alternate or opposite	2 or 4	unfused or fused	4	dry & splits open	superior ovary	Pedicularis lanceolata	Pedicularis	Orobanchaceae	Lamiales
compound	alternate	4 or 5	unfused	7 or 8 or 9 or 10 or 11 or 12 or 13	dry & doesn't split open	superior ovary	Thalictrum revolutum	Thalictrum	Ranunculaceae	Ranunculales
simple	basal	5	unfused or fused	10	dry & splits open	superior ovary	Pyrola elliptica	Pyrola	Ericaceae	Ericales
simple	alternate	5	unfused or fused	5	dry & doesn't split open	superior ovary	Echium vulgare	Echium	Boraginaceae	Boraginales
simple	alternate	5	unfused or fused	5	fleshy	superior ovary	Physalis grisea	Physalis	Solanaceae	Solanales
simple	alternate or basal	3 or 5	unfused or fused	1	dry & splits open	superior ovary	Utricularia cornuta	Utricularia	Lentibulariaceae	Lamiales
simple	alternate or opposite	1 or 2 or 3 or 4 or 5 or 0 or 6 or 7	unfused or fused	0 or 5	dry & doesn't split open	superior ovary	Atriplex sibirica	Atriplex	Amaranthaceae	Caryophyllales
compound	alternate	4	unfused	6	dry & splits open	superior ovary	Cardamine parviflora	Cardamine	Brassicaceae	Brassicales
simple	alternate	4	unfused	1 or 3 or 4 or 5 or 6	dry & doesn't split open	superior ovary	Oxyria digyna	Oxyria	Polygonaceae	Caryophyllales
compound	alternate	5	unfused	5	dry & doesn't split open	inferior ovary	Daucus carota	Daucus	Apiaceae	Apiales
simple	alternate	4	unfused	8	dry & doesn't split open	inferior ovary	Oenothera curtiflora	Oenothera	Onagraceae	Myrtales
simple	alternate	5	unfused or fused	5 or 6 or 7 or 8	dry & doesn't split open	superior ovary	Persicaria nepalensis	Persicaria	Polygonaceae	Caryophyllales
compound	alternate	5	unfused	5 or 6 or 7 or 8 or 9 or 10 or 11 or 12 or 13	dry & doesn't split open	superior ovary & hypanthium	Agrimonia parviflora	Agrimonia	Rosaceae	Rosales
compound or simple	alternate	5	unfused	5	dry & doesn't split open	inferior ovary	Zizia aptera	Zizia	Apiaceae	Apiales
simple	alternate	3 or 4	unfused or fused	1 or 3	dry & doesn't split open	superior ovary	Chenopodium rubrum	Chenopodium	Amaranthaceae	Caryophyllales
simple	alternate	5	unfused or fused	5	dry & doesn't split open	superior ovary	Onosmodium bejariense	Onosmodium	Boraginaceae	Boraginales
compound or simple	alternate	4	unfused	6	dry & doesn't split open	superior ovary	Raphanus raphanistrum	Raphanus	Brassicaceae	Brassicales
