Leaf type	Flower petal color	Leaf arrangement	Leaf blade edges	Flower symmetry	Number of sepals, petals or tepals	Fusion of sepals and petals	Stamen number	Fruit type (general)	Bulbils	Petal and sepal colors	Fringed petal edges	Inflorescence type	Flower description	Wings on fruit	Calyx symmetry	Growth form	Parasitism	Spines on plant
simple	blue to purple or white	alternate	lobes or entire	radially symmetrical	5	fused	5	dry & splits open	no bulbils	blue to purple or white	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical	herb	not parasitic	no spines or with spines	Gilia interior	Gilia	Polemoniaceae	Ericales
simple	blue to purple or pink to red	alternate	entire	radially symmetrical	5	fused	5	dry & doesn't split open	no bulbils	blue to purple or pink to red	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical	subshrub or vine or herb	not parasitic	no spines or with spines	Symphytum asperum	Symphytum	Boraginaceae	Boraginales
simple	?	alternate	entire	radially symmetrical or bilaterally symmetrical	5	fused	5	dry & splits open or dry & doesn't split open or fleshy	no bulbils	green to brown	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical	subshrub or vine or herb	not parasitic	no spines or with spines	Bassia hirsuta	Bassia	Amaranthaceae	Caryophyllales
compound	white	alternate	lobes	radially symmetrical or bilaterally symmetrical	5	unfused	5	dry & doesn't split open	no bulbils	white	fringed or not fringed	one flower or branched umbel or corymb or raceme	inferior ovary	with wings	radially symmetrical	herb	not parasitic	no spines or with spines	Heracleum maximum	Heracleum	Apiaceae	Apiales
simple	white	alternate or opposite	entire	radially symmetrical	4	unfused	6	dry & splits open	no bulbils	white	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical	subshrub or vine or herb	not parasitic	no spines or with spines	Draba reptans	Draba	Brassicaceae	Brassicales
simple	blue to purple or pink to red or white	alternate	lobes	radially symmetrical	5	unfused or fused	13	dry & doesn't split open	no bulbils	blue to purple or pink to red or white	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings or with wings	radially symmetrical	herb	not parasitic	no spines or with spines	Malva rotundifolia	Malva	Malvaceae	Malvales
simple	blue to purple or yellow	alternate	lobes	radially symmetrical	5	unfused or fused	13	dry & splits open	no bulbils	blue to purple or yellow	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical	herb	not parasitic	no spines or with spines	Hibiscus trionum	Hibiscus	Malvaceae	Malvales
compound	white	alternate	lobes	radially symmetrical or bilaterally symmetrical	5	unfused	5	dry & doesn't split open	no bulbils	white	fringed or not fringed	one flower or branched umbel or corymb or raceme	inferior ovary	no wings or with wings	?	herb	not parasitic	no spines or with spines	Osmorhiza berteroi	Osmorhiza	Apiaceae	Apiales
compound	yellow	alternate	teeth	radially symmetrical	5	unfused	13	dry & doesn't split open	no bulbils	yellow	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary & hypanthium	no wings or with wings	radially symmetrical	subshrub or vine or herb	not parasitic	no spines or with spines	Potentilla gracilis	Potentilla	Rosaceae	Rosales
compound or simple	white	alternate	lobes or teeth or entire	radially symmetrical	4	unfused	6	dry & splits open or dry & doesn't split open or fleshy	no bulbils	white	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical	subshrub or vine or herb	not parasitic	no spines or with spines	Lepidium squamatum	Lepidium	Brassicaceae	Brassicales
compound	white	alternate	lobes or teeth or entire	radially symmetrical	4	unfused	6	dry & splits open	no bulbils	white	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical	subshrub or vine or herb	not parasitic	no spines or with spines	Cardamine dentata	Cardamine	Brassicaceae	Brassicales
compound	?	alternate	teeth	radially symmetrical	4	unfused	4	dry & doesn't split open	no bulbils	white	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary & hypanthium	no wings or with wings	radially symmetrical	subshrub or vine or herb	not parasitic	no spines or with spines	Sanguisorba canadensis	Sanguisorba	Rosaceae	Rosales
compound or simple	yellow	alternate	lobes or teeth or entire	radially symmetrical	4	unfused	6	dry & splits open	no bulbils	yellow	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical	subshrub or vine or herb	not parasitic	no spines or with spines	Sinapis alba	Sinapis	Brassicaceae	Brassicales
compound	yellow	alternate	teeth	radially symmetrical	5	unfused	13	dry & doesn't split open	no bulbils	yellow	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary & hypanthium	no wings or with wings	radially symmetrical	subshrub or vine or herb	not parasitic	no spines or with spines	Potentilla intermedia	Potentilla	Rosaceae	Rosales
compound	white	alternate	lobes	radially symmetrical or bilaterally symmetrical	5	unfused	5	dry & doesn't split open	no bulbils	white	fringed or not fringed	one flower or branched umbel or corymb or raceme	inferior ovary	no wings or with wings	radially symmetrical	herb	not parasitic	no spines or with spines	Torilis japonica	Torilis	Apiaceae	Apiales
simple	green to brown or pink to red or white	alternate	entire	radially symmetrical	5	fused	8	dry & doesn't split open	no bulbils	green to brown or pink to red or white	not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical	herb	not parasitic	no spines or with spines	Persicaria hydropiperoides	Persicaria	Polygonaceae	Caryophyllales
simple	?	alternate	entire	radially symmetrical	2 or 3 or 4 or 5 or 0	unfused	0 or 3 or 4 or 5	dry & doesn't split open	no bulbils	green to brown	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical	subshrub or vine or herb	not parasitic	no spines or with spines	Amaranthus cannabinus	Amaranthus	Amaranthaceae	Caryophyllales
simple	blue to purple or white	alternate	entire	radially symmetrical	5	fused	5	dry & doesn't split open	no bulbils	blue to purple or white	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical or bilaterally symmetrical	subshrub or vine or herb	not parasitic	no spines or with spines	Cynoglossum virginianum	Cynoglossum	Boraginaceae	Boraginales
simple	?	alternate	entire	radially symmetrical	5	fused	4 or 5	dry & doesn't split open	no bulbils	green to brown	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical	subshrub or vine or herb	not parasitic	no spines or with spines	Chenopodium pratericola	Chenopodium	Amaranthaceae	Caryophyllales
compound or simple	white	alternate	lobes or teeth or entire	radially symmetrical	4	unfused	6	dry & splits open	no bulbils	white	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical	subshrub or vine or herb	not parasitic	no spines or with spines	Boechera missouriensis	Boechera	Brassicaceae	Brassicales
simple	pink to red or white	basal	entire	radially symmetrical	4 or 5 or 6 or 7	unfused or fused	4 or 5 or 6 or 7 or 8	dry & splits open	no bulbils	white	not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical	herb	insectivorous or not parasitic	no spines or with spines	Drosera rotundifolia	Drosera	Droseraceae	Caryophyllales
simple	white	alternate	entire	radially symmetrical	4	fused	8 or 10	fleshy	no bulbils	white	not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical	subshrub	not parasitic	no spines or with spines	Gaultheria hispidula	Gaultheria	Ericaceae	Ericales
simple	blue to purple	alternate or opposite	teeth	bilaterally symmetrical	5	fused	4	dry & splits open	no bulbils	blue to purple	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical	herb	not parasitic	no spines or with spines	Chelone obliqua	Chelone	Plantaginaceae	Lamiales
simple	pink to red or white	alternate	entire	radially symmetrical	5	fused	5	dry & splits open	no bulbils	pink to red or white	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical or bilaterally symmetrical	herb	not parasitic	no spines or with spines	Collomia linearis	Collomia	Polemoniaceae	Ericales
simple	pink to red or white or yellow	alternate	entire	radially symmetrical	1 or 2 or 3 or 4 or 5 or 0 or 6 or 7	unfused or fused	0 or 1 or 3 or 4 or 5 or 6 or 7 or 8 or 9 or 10 or 11 or 12 or 13	dry & splits open	no bulbils	pink to red or white or yellow	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary or inferior ovary	no wings	radially symmetrical	subshrub or vine or herb	not parasitic	no spines or with spines	Portulaca grandiflora	Portulaca	Portulacaceae	Caryophyllales
compound	?	alternate	teeth	radially symmetrical	4	unfused	12 or 13	dry & doesn't split open	no bulbils	green to brown	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary & hypanthium	no wings or with wings	radially symmetrical	subshrub or vine or herb	not parasitic	no spines or with spines	Sanguisorba minor	Sanguisorba	Rosaceae	Rosales
compound or simple	?	alternate	lobes or teeth	radially symmetrical	3	fused	3	dry & doesn't split open	no bulbils	blue to purple or green to brown or orange or other or pink to red or white or yellow	?	one flower or branched umbel or corymb or raceme	inferior ovary	no wings	radially symmetrical	herb	not parasitic	no spines or with spines	Proserpinaca palustris	Proserpinaca	Haloragaceae	Saxifragales
simple	yellow	alternate or basal	entire	bilaterally symmetrical	3 or 5	fused	1	dry & splits open	no bulbils	yellow	not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	bilaterally symmetrical	herb	not parasitic	no spines or with spines	Utricularia cornuta	Utricularia	Lentibulariaceae	Lamiales
simple	?	alternate	teeth	radially symmetrical	3 or 4	unfused or fused	8 or 9 or 10 or 11 or 12 or 13	dry & splits open	no bulbils	green to brown	?	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical or bilaterally symmetrical	herb	not parasitic	no spines or with spines	Acalypha rhomboidea	Acalypha	Euphorbiaceae	Malpighiales
simple	blue to purple or pink to red or white	alternate	teeth or entire	bilaterally symmetrical	5	fused	5	dry & splits open	no bulbils	blue to purple or pink to red or white	fringed or not fringed	one flower or branched umbel or corymb or raceme	inferior ovary	no wings	radially symmetrical	subshrub or vine or herb	not parasitic	no spines or with spines	Lobelia kalmii	Lobelia	Campanulaceae	Asterales
compound or simple	yellow	alternate	lobes or teeth or entire	radially symmetrical	4	unfused	6	dry & splits open	no bulbils	yellow	not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical	herb	not parasitic	no spines or with spines	Sisymbrium officinale	Sisymbrium	Brassicaceae	Brassicales
compound or simple	yellow	alternate	lobes or teeth	radially symmetrical	5	unfused	13	dry & doesn't split open	no bulbils	yellow	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary & hypanthium	no wings or with wings	radially symmetrical	subshrub or vine or herb	not parasitic	no spines or with spines	Geum vernum	Geum	Rosaceae	Rosales
compound	yellow	alternate	teeth	radially symmetrical	5	unfused	13	dry & doesn't split open	no bulbils	yellow	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary & hypanthium	no wings or with wings	radially symmetrical	subshrub or vine or herb	not parasitic	no spines or with spines	Potentilla verna	Potentilla	Rosaceae	Rosales
simple	pink to red or white	alternate or opposite	lobes	radially symmetrical	6 or 7	unfused	12 or 13	fleshy	no bulbils	pink to red or white	not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical	herb	not parasitic	no spines or with spines	Podophyllum peltatum	Podophyllum	Berberidaceae	Ranunculales
simple	blue to purple	alternate	entire	radially symmetrical	5	unfused	5	dry & splits open	no bulbils	blue to purple	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical	herb	not parasitic	no spines or with spines	Linum usitatissimum	Linum	Linaceae	Malpighiales
simple	blue to purple or pink to red or white	alternate	entire	bilaterally symmetrical	3 or 5	fused	6	dry & splits open	no bulbils	blue to purple or pink to red or white	fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	bilaterally symmetrical	herb	not parasitic	no spines or with spines	Polygala paucifolia	Polygala	Polygalaceae	Fabales
compound	orange or yellow	alternate	lobes	radially symmetrical	1 or 2 or 3 or 4 or 5 or 0 or 6 or 7	unfused or fused	13	dry & splits open	no bulbils	orange or yellow	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical	herb	not parasitic	no spines or with spines	Eschscholzia californica	Eschscholzia	Papaveraceae	Ranunculales
simple	white	alternate	teeth or entire	radially symmetrical	4	unfused	6	dry & splits open or dry & doesn't split open or fleshy	no bulbils	white	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical	subshrub or vine or herb	not parasitic	no spines or with spines	Lepidium draba	Lepidium	Brassicaceae	Brassicales
simple	pink to red or white	alternate	entire	radially symmetrical	5	fused	4 or 5	dry & splits open	no bulbils	white	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical	subshrub or vine or herb	parasitic on other plants	no spines or with spines	Cuscuta approximata	Cuscuta	Convolvulaceae	Solanales
simple	blue to purple or white	alternate	lobes or teeth	radially symmetrical	5	fused	5	dry & splits open	no bulbils	blue to purple or white	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical	subshrub or vine or herb	not parasitic	no spines or with spines	Phacelia distans	Phacelia	Boraginaceae	Boraginales
simple	pink to red	alternate	entire	radially symmetrical	5	fused	5	dry & doesn't split open	no bulbils	pink to red	not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical	herb	not parasitic	no spines or with spines	Persicaria amphibia	Persicaria	Polygonaceae	Caryophyllales
compound or simple	yellow	alternate	lobes or teeth or entire	radially symmetrical	4	unfused	6	dry & splits open	no bulbils	yellow	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical	subshrub or vine or herb	not parasitic	no spines or with spines	Brassica oleracea	Brassica	Brassicaceae	Brassicales
simple	?	alternate	entire	radially symmetrical or bilaterally symmetrical	3 or 5	unfused	0 or 3 or 4 or 5	dry & splits open	no bulbils	blue to purple or green to brown or pink to red	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical	subshrub or vine or herb	not parasitic	no spines or with spines	Amaranthus hypochondriacus	Amaranthus	Amaranthaceae	Caryophyllales
simple	white or yellow	alternate	teeth	radially symmetrical	5	fused	5	dry & splits open	no bulbils	white or yellow	fringed or not fringed	one flower or branched umbel or corymb or raceme	inferior ovary	no wings	radially symmetrical	subshrub or vine or herb	not parasitic	no spines or with spines	Campanula lanata	Campanula	Campanulaceae	Asterales
simple	white or yellow	alternate	teeth or entire	radially symmetrical	4	unfused	8	dry & splits open	no bulbils	white or yellow	not fringed	one flower or branched umbel or corymb or raceme	inferior ovary	no wings	radially symmetrical	herb	not parasitic	no spines or with spines	Oenothera nutans	Oenothera	Onagraceae	Myrtales
simple	blue to purple or pink to red	alternate or opposite or whorled	teeth	radially symmetrical	5	unfused	10	dry & splits open	no bulbils	blue to purple or pink to red	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical	herb	not parasitic	no spines or with spines	Hylotelephium telephium	Hylotelephium	Crassulaceae	Saxifragales
simple	yellow	alternate	teeth	radially symmetrical	5	fused	5	fleshy	no bulbils	yellow	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical	subshrub or vine or herb	not parasitic	no spines or with spines	Physalis longifolia	Physalis	Solanaceae	Solanales
simple	?	alternate	entire	radially symmetrical	4	unfused or fused	0 or 4	dry & doesn't split open	no bulbils	green to brown	?	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical	herb	not parasitic	no spines or with spines	Parietaria pensylvanica	Parietaria	Urticaceae	Rosales
simple	blue to purple	alternate	teeth or entire	radially symmetrical	5	fused	5	dry & splits open	no bulbils	blue to purple	fringed or not fringed	one flower or branched umbel or corymb or raceme	inferior ovary	no wings	radially symmetrical	herb	not parasitic	no spines or with spines	Campanula rotundifolia	Campanula	Campanulaceae	Asterales
simple	blue to purple or pink to red or white	alternate	teeth	radially symmetrical	5	fused	5	dry & splits open	no bulbils	blue to purple or pink to red or white	fringed or not fringed	one flower or branched umbel or corymb or raceme	inferior ovary	no wings	radially symmetrical	subshrub or vine or herb	not parasitic	no spines or with spines	Campanula trachelium	Campanula	Campanulaceae	Asterales
compound or simple	yellow	alternate	lobes or teeth	radially symmetrical	5	unfused	5 or 6 or 7 or 8 or 9 or 10 or 11 or 12 or 13	dry & doesn't split open	no bulbils	yellow	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings or with wings	radially symmetrical	herb	not parasitic	no spines or with spines	Ranunculus caricetorum	Ranunculus	Ranunculaceae	Ranunculales
compound or simple	blue to purple or pink to red or white	alternate	lobes	radially symmetrical	4	unfused	6	dry & splits open	no bulbils	blue to purple or pink to red or white	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary	with wings	radially symmetrical	subshrub or vine or herb	not parasitic	no spines or with spines	Lepidium sativum	Lepidium	Brassicaceae	Brassicales
compound	?	alternate	lobes or teeth	radially symmetrical	4 or 5 or 6 or 7	unfused	13	fleshy	no bulbils	white	not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical or bilaterally symmetrical	herb	not parasitic	no spines or with spines	Actaea pachypoda	Actaea	Ranunculaceae	Ranunculales
simple	blue to purple or pink to red or white	alternate	entire	bilaterally symmetrical	5	fused	13	dry & splits open	no bulbils	blue to purple or pink to red or white	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings or with wings	radially symmetrical or bilaterally symmetrical	subshrub or vine or herb	not parasitic	no spines or with spines	Consolida regalis	Consolida	Ranunculaceae	Ranunculales
simple	blue to purple	alternate or opposite	lobes or teeth	bilaterally symmetrical	5	fused	4	dry & splits open	no bulbils	blue to purple	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical	herb	not parasitic	no spines or with spines	Mazus miquelii	Mazus	Phrymaceae	Lamiales
simple	?	alternate	teeth or entire	radially symmetrical	3 or 4	unfused or fused	8 or 9 or 10 or 11 or 12 or 13	dry & splits open	no bulbils	green to brown	?	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical	herb	not parasitic	no spines or with spines	Acalypha gracilens	Acalypha	Euphorbiaceae	Malpighiales
simple	blue to purple or pink to red	alternate	entire	radially symmetrical	5	fused	5 or 8	dry & doesn't split open	no bulbils	blue to purple or pink to red	not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical	herb	not parasitic	no spines or with spines	Persicaria careyi	Persicaria	Polygonaceae	Caryophyllales
simple	pink to red or white	alternate	lobes or teeth or entire	radially symmetrical	4	unfused	6	dry & splits open	no bulbils	pink to red or white	not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical	herb	not parasitic	no spines or with spines	Capsella bursa-pastoris	Capsella	Brassicaceae	Brassicales
compound	blue to purple or pink to red or white	alternate	entire	bilaterally symmetrical	4	unfused	10 or 11 or 12 or 13	dry & splits open	no bulbils	blue to purple or pink to red or white	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical	subshrub or vine or herb	not parasitic	no spines or with spines	Polanisia dodecandra	Polanisia	Cleomaceae	Brassicales
compound or simple	yellow	alternate	lobes or teeth or entire	radially symmetrical	4	unfused	6	dry & splits open	no bulbils	yellow	not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical	herb	not parasitic	no spines or with spines	Rorippa palustris	Rorippa	Brassicaceae	Brassicales
simple	white	alternate	lobes	radially symmetrical	5	unfused	10	dry & splits open	no bulbils	white	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary & hypanthium	no wings or with wings	radially symmetrical	subshrub or vine or herb	not parasitic	no spines or with spines	Mitella prostrata	Mitella	Saxifragaceae	Saxifragales
simple	pink to red or white	alternate	entire	radially symmetrical	5	fused	5	dry & splits open	no bulbils	pink to red or white	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical	vine	not parasitic	no spines or with spines	Calystegia sepium	Calystegia	Convolvulaceae	Solanales
simple	green to brown or pink to red or white	alternate	entire	radially symmetrical	5	fused	6 or 7 or 8	dry & doesn't split open	no bulbils	green to brown or pink to red or white	not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical	herb	not parasitic	no spines or with spines	Persicaria pensylvanica	Persicaria	Polygonaceae	Caryophyllales
simple	?	alternate	lobes or teeth or entire	radially symmetrical	4 or 5	fused	5	dry & doesn't split open	no bulbils	green to brown	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical	subshrub or vine or herb	not parasitic	no spines or with spines	Dysphania multifida	Dysphania	Amaranthaceae	Caryophyllales
simple	pink to red or white	alternate	teeth	bilaterally symmetrical	5	fused	5	dry & splits open	no bulbils	pink to red or white	not fringed	one flower or branched umbel or corymb or raceme	inferior ovary	no wings	radially symmetrical	herb	not parasitic	no spines or with spines	Lobelia cardinalis	Lobelia	Campanulaceae	Asterales
simple	blue to purple	alternate or opposite	entire	radially symmetrical	6	fused	6	dry & splits open	no bulbils	blue to purple	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary & hypanthium	no wings	radially symmetrical	herb	not parasitic	no spines or with spines	Lythrum alatum	Lythrum	Lythraceae	Myrtales
compound or simple	yellow	alternate	teeth	radially symmetrical	5	unfused	13	dry & doesn't split open	no bulbils	yellow	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings or with wings	radially symmetrical	subshrub or vine or herb	not parasitic	no spines or with spines	Ranunculus hispidus	Ranunculus	Ranunculaceae	Ranunculales
simple	orange or pink to red or yellow	alternate	teeth or entire	bilaterally symmetrical	5	unfused or fused	0 or 1 or 3 or 4 or 5 or 6 or 7 or 8 or 9 or 10 or 11 or 12 or 13	dry & splits open or dry & doesn't split open or fleshy	no bulbils	orange or pink to red or yellow	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	bilaterally symmetrical	subshrub or vine or herb	not parasitic	no spines or with spines	Tropaeolum majus	Tropaeolum	Tropaeolaceae	Brassicales
simple	yellow	alternate	entire	bilaterally symmetrical	5	fused	4	dry & splits open	no bulbils	yellow	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	bilaterally symmetrical	herb	not parasitic	no spines or with spines	Digitalis grandiflora	Digitalis	Plantaginaceae	Lamiales
simple	?	alternate	lobes	radially symmetrical	3	unfused or fused	3	dry & doesn't split open	no bulbils	blue to purple or green to brown or orange or other or pink to red or white or yellow	?	one flower or branched umbel or corymb or raceme	inferior ovary	no wings	radially symmetrical	herb	not parasitic	no spines or with spines	Proserpinaca pectinata	Proserpinaca	Haloragaceae	Saxifragales
simple	blue to purple	alternate or opposite	teeth	bilaterally symmetrical	4	fused	1	dry & splits open	no bulbils	blue to purple	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical or bilaterally symmetrical	herb	not parasitic	no spines or with spines	Veronica persica	Veronica	Plantaginaceae	Lamiales
compound	pink to red or yellow	alternate	lobes	asymmetrical	4	fused	6	dry & splits open	no bulbils	pink to red or yellow	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical or bilaterally symmetrical	herb	not parasitic	no spines or with spines	Capnoides sempervirens	Capnoides	Papaveraceae	Ranunculales
compound	white	alternate	lobes or teeth	radially symmetrical	6 or 7	unfused	13	dry & doesn't split open	no bulbils	white	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary & hypanthium	no wings or with wings	radially symmetrical	subshrub or vine or herb	not parasitic	no spines or with spines	Filipendula ulmaria	Filipendula	Rosaceae	Rosales
simple	green to brown or pink to red or white	alternate	entire	radially symmetrical	4	fused	5	dry & doesn't split open	no bulbils	green to brown or pink to red or white	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical	herb	not parasitic	no spines or with spines	Persicaria virginiana	Persicaria	Polygonaceae	Caryophyllales
simple	white	basal	entire	radially symmetrical	4	unfused or fused	0 or 1 or 3 or 4 or 5 or 6 or 7 or 8 or 9 or 10 or 11 or 12 or 13	dry & splits open	no bulbils	white	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical	subshrub or vine or herb	not parasitic	no spines or with spines	Subularia aquatica	Subularia	Brassicaceae	Brassicales
compound or simple	yellow	alternate	lobes or teeth	radially symmetrical	4	unfused	6	dry & splits open	no bulbils	yellow	not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical	herb	not parasitic	no spines or with spines	Brassica juncea	Brassica	Brassicaceae	Brassicales
compound or simple	yellow	alternate	lobes or teeth or entire	radially symmetrical	4	unfused	6	dry & splits open	no bulbils	yellow	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical	subshrub or vine or herb	not parasitic	no spines or with spines	Barbarea orthoceras	Barbarea	Brassicaceae	Brassicales
simple	blue to purple or pink to red	alternate	lobes	radially symmetrical	5	fused	13	dry & splits open or dry & doesn't split open	no bulbils	blue to purple or pink to red	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical	herb	not parasitic	no spines or with spines	Modiola caroliniana	Modiola	Malvaceae	Malvales
simple	blue to purple or white	alternate	lobes or teeth	radially symmetrical	4	unfused	13	dry & splits open	no bulbils	blue to purple or white	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical	herb	not parasitic	no spines or with spines	Papaver somniferum	Papaver	Papaveraceae	Ranunculales
simple	yellow	alternate	teeth or entire	radially symmetrical	5	fused	5	fleshy	no bulbils	yellow	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical	subshrub or vine or herb	not parasitic	no spines or with spines	Physalis angulata	Physalis	Solanaceae	Solanales
simple	blue to purple	alternate	lobes or teeth or entire	radially symmetrical	5	unfused	5	dry & doesn't split open	no bulbils	blue to purple	fringed or not fringed	one flower or branched umbel or corymb or raceme	inferior ovary	no wings or with wings	radially symmetrical	herb	not parasitic	no spines or with spines	Eryngium planum	Eryngium	Apiaceae	Apiales
compound or simple	blue to purple or yellow	alternate	lobes or teeth	radially symmetrical	5	unfused	5	dry & doesn't split open	no bulbils	blue to purple or yellow	fringed or not fringed	one flower or branched umbel or corymb or raceme	inferior ovary	no wings or with wings	radially symmetrical	herb	not parasitic	no spines or with spines	Thaspium trifoliatum	Thaspium	Apiaceae	Apiales
simple	?	alternate	teeth	radially symmetrical	4 or 5	unfused or fused	4	dry & splits open or dry & doesn't split open or fleshy	no bulbils	blue to purple or green to brown or orange or other or pink to red or white or yellow	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical or bilaterally symmetrical	herb	not parasitic	no spines or with spines	Fatoua villosa	Fatoua	Moraceae	Rosales
simple	white	alternate	teeth or entire	radially symmetrical	5	fused	5	fleshy	no bulbils	white	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical	subshrub or vine or herb	not parasitic	no spines or with spines	Physalis alkekengi	Physalis	Solanaceae	Solanales
simple	blue to purple or green to brown or white or yellow	alternate	entire	bilaterally symmetrical	5	fused	4	dry & splits open	no bulbils	blue to purple or green to brown or white or yellow	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	bilaterally symmetrical	herb	not parasitic	no spines or with spines	Digitalis lanata	Digitalis	Plantaginaceae	Lamiales
simple	white	alternate	entire	radially symmetrical	5	fused	5	dry & splits open or dry & doesn't split open	no bulbils	white	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical	subshrub or vine or herb	parasitic on other plants	no spines or with spines	Cuscuta pentagona	Cuscuta	Convolvulaceae	Solanales
